File name;Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;Area size;Class_1;Class_2
20240919100014_Y2_X2;40,770;294,068;0,148;614,041;0,4403;54,568;-1,149;3,616;128,068;166,000;204,615;0,000;1,163;2384,482;96,824;18,184;132,405;7,046;82,603;59,002;13,539;43,972;0,999;37,715;5698488,305;10;10
20240919100014_Y2_X3;28,137;310,398;0,223;758,320;0,5867;38,171;-1,174;5,959;127,137;183,262;165,482;0,000;1,320;3165,415;83,929;22,495;73,839;8,696;89,115;56,680;6,169;38,069;1,169;29,555;5698488,305;10;10
20240919100014_Y2_X4;28,648;318,578;0,165;710,824;0,5089;35,626;-0,512;3,896;139,102;179,476;171,477;0,000;1,170;3077,296;95,674;23,396;49,271;5,478;91,808;56,598;3,993;40,071;1,226;33,545;5698488,305;10;10
20240919100014_Y2_X5;25,403;237,674;0,167;776,656;0,5421;32,539;-0,582;3,339;102,004;135,671;167,327;0,000;1,211;3661,237;66,752;23,572;46,898;10,661;81,794;50,339;4,895;34,956;1,153;29,522;5698488,305;10;10
20240919100014_Y2_X6;22,413;283,000;0,110;742,850;0,5743;28,095;0,012;3,370;184,101;98,899;97,077;0,000;1,298;3603,546;77,897;30,549;28,934;6,587;92,243;53,914;3,145;31,793;1,473;24,848;5698488,305;10;10
20240919100014_Y2_X7;29,740;384,078;0,107;772,154;0,6819;38,505;-0,577;3,927;256,173;127,905;102,545;0,000;1,474;3304,189;74,867;33,106;61,720;8,077;80,886;56,120;6,189;36,196;1,662;33,586;5698488,305;10;10
20240919100014_Y2_X8;30,120;394,647;0,227;810,786;1,077;44,301;1,087;8,276;270,662;123,985;142,065;0,000;1,805;3037,370;66,587;75,290;60,743;14,328;82,727;85,943;6,410;43,361;3,921;29,349;5698488,305;10;10
20240919100014_Y3_X2;40,896;453,630;0,292;744,612;0,6191;52,231;-0,522;3,280;306,191;147,438;406,062;179,800;1,407;2465,214;113,223;32,204;81,057;6,663;82,231;68,341;8,863;51,819;1,555;46,798;5698488,305;10;10
20240919100014_Y3_X3;31,457;393,222;0,116;795,062;0,7683;41,732;-0,733;4,149;237,989;155,233;160,002;180,000;1,555;2602,229;83,493;25,132;69,110;13,337;84,600;59,647;7,061;44,078;1,150;33,975;5698488,305;10;10
20240919100014_Y3_X4;37,203;425,824;0,212;870,149;0,8255;48,187;-0,311;3,499;269,472;156,352;175,577;179,900;1,580;2604,867;106,324;45,393;65,900;8,674;84,321;77,309;7,150;49,865;2,265;42,087;5698488,305;10;10
